Idme,gender,age,UCLA3itemscale,Q9_Loneliness_Meaning_Qual,cleaned_text
24051,2,23,5.0,"Loneliness to me pops up whenever i have a tough time at work and have noone to talk it through with. It also comes to light if a gig or an event is on, I would love to go to with people but I can't think of anyone to ask. ",pip whenever tough come light gig
20264,1,28,5.0,"Loneliness can be both positive and negative, when you think about 'aloneness'. There can be a feeling of loneliness when everyone else is out of the house, or when you're on a train platform in the middle of nowhere, that is actually bracing. You have to draw on inner strength but this is invigorating. I enjoy being alone, or feeling 'left alone' quite a lot of the time, because I am an introvert. But I do not feel loneliness in the sense of without support or without the option of someone to talk to if I wanted to. So perhaps I have really never experienced that kind of loneliness, the feeling that there would not be company somewhere if I wanted it. I think loneliness and aloneness have to be considered separately, and yet they will blend into each other. If I've been around people too much and am tired of social interaction, I'll want to be alone, and then eventually I feel 'lonely' and will reach out to engage again. So again, loneliness is that need for contact, not merely that the contact isn't there. On the other hand, there can be loneliness in some situations where one isn't alone. As a queer woman I can feel lonely at my workplace even though I like my colleagues and chat happily with them, because I'm not out to them and I feel that they would not react well to knowing that part of me. I have found in the past that when 2 queer people meet in a work situation, there can be a sudden 'thrill' of finding someone - 'Oh, I'm not alone any more'. Even if you don't talk more than with anyone else, there's a commonality there. ",train platform middle nowhere racing draw inner strength invigorating introvert experienced somewhere considered separately blend tired eventually engage merely hand situation queer woman workplace colleague happily react found queer sudden thrill oh commonality
42753,2,28,5.0,loneliness is a power if u can learn once to endure,power learn endure
9226,1,29,8.0,Loneliness is quiet and insidious. ,insidious
30521,2,27,5.0,"Loneliness is quite separate from being alone.  Loneliness is feeling disconnected, bored, alienated.",alienated
29398,2,26,7.0,Loneliness is a rare experience for me. I link loneliness with depression. I recognise it in others but often cannot help.,rare link recognise
33414,1,22,8.0,"To me loneliness is the realisation of a fear of gradually losing the people who are of have become close to you, be they family or friends. In my case, this is the loss of family members and friends through death, and also the gradual loss of friends who have moved on usually due to new relationships which leave a single person like myself behind. This coupled with few opportunities to make new friends due to a busy work life means this fear being realised feel inevitable.  ",realization gradually friend case member friend death gradual friend moved relationship leave behind coupled opportunity friend mean realised inevitable
25360,2,25,8.0,Loneliness for me is the realisation that no one that I know really makes any effort to come and see me,realization make
45103,1,22,8.0,Loneliness is realising that you're not with the people that understands you.,realising
27762,2,27,6.0,"Loneliness is realizing that habitual affection, communication, and growth with others is as essential as exercise or breathing. ",realizing habitual affection growth essential exercise breathing
22877,2,22,8.0,"Loneliness is when you really need the company of another (human?) being, but don't have it. Lonelines is when it hurts to be alone (so different from the solace of solitude). ",hurt solace
16968,2,18,9.0,Loneliness is really unpleasant. For me it makes me feel very sad. I have family and friends around me but I still feel lonely. I think it's because I miss a certain individual who has left my life and no matter how many people I have around me I still feel lonely without him. It often makes me sad and makes me cry. I work from home and spend a vast amount of time on my own and there are times when I have to leave the house in order to just see people.,unpleasant make friend make make cry vast amount time leave order
8343,2,28,4.0,"Loneliness relates to having expectations of others, which are usually unrealistic.  It is a close friend to disappointment",relates expectation realistic disappointment
7554,1,28,5.0,"Loneliness is to do with my relationship with myself. I have lots of friends, a full work and social life but often I feel lonely. I think this is because I find it hard to love and accept myself. I love being 'alone' at times, but not when I feel lonely. ",lot friend accept time
34667,1,26,7.0,"My loneliness is as a result of having intense periods of being the center of attention at work but not genuinely connecting deeply with the people who always surround me. I'm perceived to be at the center of attention and always wanted, but I don't really connect with anyone around me.",result intense period center attention genuinely deeply surround perceived center attention
24803,2,18,7.0,"For me, loneliness is a sad, dead feeling of complete and utter isolation. When I feel lonely, and this is an extreme example - my loneliness isn't always such as I've described, but at its worst - I feel desolate. Luckily, I'm an introvert with many interests, especially reading, writing and learning all I possibly can, plus, I have my beloved cat, who is my boon companion, that I don't often feel such levels of loneliness. It's true that, at least in my experience, it's rare to find a genuine friend or two in life, and even when one is lucky enough to do so, we all have our struggles and cannot be there for anyone all of the time. Often, I enjoy being alone more so than even with my most beloved friends. I believe that in order to live a life without the utter despair that loneliness can cause - and, again, I speak from experience - one must learn to enjoy one's own company and realize that, while there are certainly cases of â€""pathologicalâ€ loneliness that can lead to destructive behavior, loneliness and the enjoyment of being with one's self, are two very different things.",dead complete utter extreme described worst desolate luckily introvert interest reading writing learning possibly plus beloved cat boon companion level rare genuine lucky struggle beloved friend order utter despair cause must learn realize certainly case pathological destructive behavior enjoyment thing
19914,2,18,8.0,Loneliness is sadness. Loneliness is not having someone who cares for me. Loneliness is silence. Loneliness is missing the life I used to have,care used
13797,2,18,7.0,"Loneliness can sap your life blood from you. It is a killer. It can be the doorway for self doubt and mental illness. It can make you feel no one cares and you are better off dead, and that you are invisible. Loneliness can happen when you are surrounded by people. You have to learn communication and connection, to be able to take a chance and to be able to let people in. Being alone though is ok to recharge but it is a fine line to loneliness if there are underlying difficulties. ",sap blood killer doorway doubt care dead learn chance let ok charge fine line underlying difficulty
19316,2,26,7.0,"Loneliness, it seems to me, is a natural condition of humanity. Any individual experiences the world in an essentially subjective way, in an unique manner; so it seems to me that experience is of itself isolating. Acceptance of this fact probably alleviates loneliness as perhaps one is therefore protecting oneself from a fruitless search for the illusion of shared experience?",natural condition humanity experience essentially subjective unique manner acceptance probably alleviate therefore protecting fruitless search illusion
25614,1,27,3.0,"Loneliness seems to be one of the main symptoms of the lack of ability to connect reciprocally with others. Rather than just a lack of friends or being (temporarily) alone. And missing this basic ability is, as far as I know, an important part of any form of early childhood deprivation which is a widespread disease. Not just in my country (Germany, so please forgive my awkward English) but practically everywhere. If my insights so far are at least partially correct, I'd have to consider most people 'lonely'. More or less. Even if the majority of those people would never admit it or probably don't even know that they are in fact lonely, somewhat disconnected from the rest of the world and don't have *real* connections to other people. Especially those who consider themselves popular, always in the middle of things, living life seemingly to the fullest.",main symptom ability reciprocal father friend temporarily basic ability form early childhood deprivation widespread disease country germany please forgive awkward english practically everywhere insight partially correct consider le majority admit probably somewhat rest connection consider popular middle thing seemingly fullest
20988,2,19,6.0,"Loneliness seems to me to be a sense of unhappiness a person feels when they consider their relationships. If a person feels lonely they feel insufficiently cared for, supported, noticed and understood. ",unhappiness feel consider relationship feel insufficiently cared noticed
22301,2,17,9.0,"Loneliness seems to take many guises. One can live in a community but still feel isolated. Both the geographical & emotional distances can isolate. As we all know, a room filled with people doesn't mean you will get on with them or friendships created. Family members should be the most considerate but this is not always the case. So summing up, anyone can feel loneliness, at any age in any situation. ",guise geographical distance isolate filled friendship created member considerate case humming
1957,2,23,3.0,"Loneliness is a sense of being apart from society or feeling left behind or forgotten. Loneliness often occurs in old age. It makes me sad to think that people are lonely, especially those who are elderly.",behind occurs make elderly
2279,2,23,6.0,"Loneliness is the sense of isolation that comes from being apart. Apart from others without a connection. This can be either through physical distance and literal barriers to being able to speak or communicate, a time zone for example. Or that someone or persons near by, just don't get you, they are not on your wavelength or you are not on theirs. So any attempts to communicate fail. The failure is on an emotional level, and is an unsettling, uncanny feeling that punctuates being in the moment. Loneliness often feels like watching yourself from the outside: You are not being in the world. I once heard boredom described as the lack of desiring to desire. There feels like there should be a similar way to describe loneliness. Somehow the desire to communicate or the need for a nourishing emotional connection is not being satisfied. How the act, or gesture of communication is received is a large part of this. As you can be alone for a longer time period if the few and far between connections are rich and satisfying enough to sustain the periods with out. Where as when there is no connection or no possibility of connection that will satisfy then isolation takes hold.",come literal barrier zone person near wavelength attempt fail failure settling uncanny puncture feel heard described desiring feel describe somehow nourishing satisfied act gesture received longer connection rich satisfying sustain period possibility satisfy take hold
23559,2,27,9.0,Loneliness is a sense of not being a part of this world. That you are misunderstood. That you can't enjoy things other people do.,thing
1684,2,25,7.0,"Loneliness is a sense of separateness from others, not just being alone.  One who chooses to be alone sometimes or often can continue to have significant connections.  Solitude can enhance learning and appreciation of others in our lives.  Lonely is when we feel disconnected from others and desperate for human interaction.  This is exemplified in the repetition in â€""Howard's Endâ€ of â€""only connectâ€.",separateness chooses continue significant connection enhance learning appreciation life desperate exemplified repetition toward
8322,2,21,7.0,"Loneliness is separate from being alone. Being alone can be pleasurable but loneliness is a strong feeling of not being connected to other people. It can feel empty and isolating. It can lower from self-esteem. It can make you feel as if you've failed, that there is something wrong with you. It makes you look back at how you didn't look after your friends. It's highlighted when you lose your partner through divorce or death. ",pleasurable strong lower esteem failed make friend highlight lose divorce death
23297,2,25,3.0,"Loneliness is being separated from your loved ones. Living in a town you have no connections with, unless you physically make a point of seeking out social events to get yourself known. People who find it difficult to interact in social situations because of illness or being judged.  Some people are happy to be solitary and have acquaintances to do social things with. Others long for company and a relationship commitment to be happy in life. Loneliness becomes more significant when your life becomes less meaningful e.g. Empty nest syndrome, unemployment, relation breakdown.",one town connection unless seeking event known situation judged solitary acquaintance thing commitment becomes significant becomes le g nest syndrome unemployment relation breakdown
42820,3,23,6.0,"Loneliness shouldn't be mistaken for solitude; solitude can feel great, especially if I have lots to do. Loneliness is unpredictable - it arrives in waves and stays for an indeterminate amount of time.  ",mistaken great lot predictable arrives wave stay indeterminate amount
45224,1,22,6.0,Loneliness to me is being to shy to just talk to someone. You expect people to talk to you and when they don't you feel like something is wrong with you.,shy expect
26363,1,25,3.0,"To me loneliness is that sinking feeling inside, that you can't just pick up the phone to someone you're really close to and blurt out your true feelings like they do in the movies. Loneliness is longing for someone that you can be yourself with and who can help you through life. ",sinking pick blurt feeling move
15822,3,20,9.0,Loneliness to me is sitting in a crowded room and still feeling like you're by yourself. Loneliness could be reading hundreds of articles about people experiencing the same things and still feeling like it's only you. It's a sadness that takes over while with people or even close friends that support you. Loneliness is overwhelming and can often lead to depression. ,crowded reading hundred article experiencing thing take friend overwhelming
14783,1,16,8.0,"Loneliness is sitting at home in the evening, TV on , husband asleep in chair. Loneliness is not being able to spend time in developing friendships because of the needs of my mentally ill adult son. Loneliness is not feeling understood or valued. ",asleep chair developing friendship need mentally adult son
8268,2,22,5.0,"Loneliness is being in situations where you have no support system or friends. I can think wouof a specific work situation where my position isolated me from staff by rank and my supervisor wanted someone else in my position. Outside of work my family and friends were supportive, but I felt very lonely in my daily work situation. It was a very depressing time. Once I left that work situation, the loneliness went away. I would call that situational lonlieness; where the circumstances set the stage for the feelings to develop.  ",situation system friend woof specific position staff rank supervisor position friend suppurative depressing went circumstance set stage feeling develop
4929,1,27,6.0,"Loneliness is social isolation. It is more intense when with other people with whom one cannot communicate meaningfully. It is feeling inadequate in company, unable to make connections or take a meaningful role. It is being trapped in a social milieu which is alien or unacceptable. It is being on the outside, not being invited in.",intense inadequate connection role mile alien unacceptable invited
18100,1,27,4.0,Loneliness is to be with someone you love and still feel lonely.,
6423,1,16,6.0,"Loneliness is something of an enigma to me-- maybe it's why I want to see your survey!   I doubt I experience loneliness in quite the same way as others, but to me I brand as ""lonely"" the times of involuntary disconnections from other people.  Which maybe in physical isolation, or a packed stadium !",enigma survey doubt brand time involuntary disconnection packed stadium
48360,2,16,,loneliness is something I experience when in company; not when alone,
28841,1,28,3.0,"Loneliness is when something happens in your day, good or bad, and you don't have anyone to tell.",
32475,2,28,5.0,"Loneliness is something that happens most at 2am when everyone is asleep because it feels like I can't be reassured by the normal bustle of everyday life. I think its important to feel it from time to time because it makes you value your friends and family more. I don't feel it especially when geographically isolated since Whatsapp and email have changed all that and I have friends in many countries and different places to where I am. I feel it worst when I argue with my partner and I feel like he can't, or sometimes won't, understand my perspective. It makes me feel lonely because I feel our relationship exists in the place where we connect emotionally and intellectually.",asleep feel reassured normal bustle make friend geographical whatsapp email changed friend country place worst argue perspective make exists intellectual
15704,3,27,8.0,Loneliness is something that some people experience when they feel that they are alone. While some people feel that they are lonely despite having a lot of friends a person who got very few friends might not feel lonely at all.,friend friend
23866,2,22,6.0,"Loneliness sometimes feel good or sad, depends on how I perceive it. Sad when im feel lonely but i dont have friend to talk to, but good when i need to spend time alone. Loneliness also could be dangerous if it goes too long that i think something bad about myself.",depends perceive dangerous go
44392,2,19,8.0,"Loneliness is when you have a space where someone should be.  Family members have moved away.  No-one to eat out with, go on holiday with, discuss plans with.  Having to find your own motivation to do things alone, and go out to meet new people.  It's scary and hard work, and sometimes you just give up.",member moved eat discus plan motivation thing scar
36204,2,24,9.0,"Loneliness is spending too much time on my own. Tragically my younger son died in 2016 and later that year the man I was in a relationship with met someone else and withdrew from my life. Just when I needed someone to lean on. I've never felt so lonely, even though I work full time and do exercise classes (both of which I love and bring me into contact with many people). I miss someone at home to watch TV with, make meals with, etc. I have an older son who lives with me but he's out a lot (which I'm more than happy about). I was very close to my late son who was a bit of a home bird like me and had health problems from birth. I supported him willingly through everything but now that purpose is gone. I miss being needed. ",radically younger son later man met withdrew must lean exercise class bring watch meal older son life late son bird problem birth willingly gone
24352,2,17,5.0,"Loneliness is when I spend too much time on my own and am unable to talk to people, to laugh and joke or just have a chat about something.",joke
1825,2,29,4.0,Loneliness started of as time that I could take for myself and then it wandered into the region of where I could not connect with anyone anymore,started wandered region anymore
4381,2,29,7.0,Loneliness is a state of being characterised by a lack of connection to other people/an inability to relate to those around you.,characterised
26518,1,18,7.0,Loneliness is a state of emotional experience which is characterized by the unsatisfied desire of having an meaningfull connection with people.,characterized unsatisfied
22249,2,25,7.0,"Loneliness is a state of feeling abandoned, no matter how many people or 'friends"" there are around a person.None or thousands. Due to the nature of my personality, I never had more than one-two friends at school years and at the university. Due to the mental health issues I faced in my adult life. I have none. I am living with my parents for my safety, before, I left home at 19 and lived on my own, or with a roommate. In either cases I never felt loneliness , most time I lived alone and never felt lonely. Maybe people are  lonely because society labels singe people ""losers"". I never felt that on myself. People get lonely when Theydon't have some hobby to switch their attention from their own inside emotions, when they are overthinking. I am a multi-instrumentalist recording artist, I am never bored, and of course, ai never feel lonely in the company of my musical instruments and musical ideas constantly evolving inside my head. I honestly do not understand people of my age complaining on a feeling called ""loneliness"". Maybe I just don't understand what it is.",friend thousand nature personality friend year university issue faced adult parent safety roommate case label loses theydon hobby switch attention emotion overthinking multi instrumentalist recording artist course ai musical instrument musical idea constantly revolving head honestly complaining called
44661,1,28,5.0,"Loneliness is the state of feeling disconnected, either because of circumstance or choosing.",choosing
28430,1,25,5.0,Loneliness is a state: it happens.,
22021,2,20,9.0,"Loneliness is a state where ine is felt abandoned by others to deal with life in isolation. It is not about being alone but about not having others to reach out to when in need or who reach out to you in times of happiness, difficulty or sadness.",deal time happiness difficulty
15718,2,18,5.0,Loneliness is a state in our lives that we feel empty and incomplete.,life incomplete
28092,2,29,6.0,"Loneliness is a state of melancholic isolation and agonizing abandonment, especially amidst the presense of group circles regardless if one belongs to a group or not.",melancholia agonizing abandonment amidst presence circle regardless belongs
24014,2,24,6.0,"Loneliness is a state of mind. I can be alone and not feel lonely, yet I can be in a group of people and feel very lonely.",
20619,2,21,6.0,"loneliness is the state of mind, you can be happy even without people around and can be happy with people around.",
23241,1,26,9.0,"Loneliness is a state of mind. You can be lonely in a crowd or on your own. A lack of interests, friends or community can cause loneliness. Allowimg yourself to be smothered by regrets and looking back to the past rather than stepping forward and chancing the unknown. Low self esteem and feeling unwanted or useless.",interest friend cause allowing smothered regret stepping forward changing unknown esteem useless
11741,2,22,3.0,Loneliness is a state of mind not just the physical aspect.  I can be with lots of pepole but I can still feel lonely. ,aspect lot
6451,1,29,7.0,"Loneliness is a state of mind. I'm often on my own as I now live alone but I don't always experience loneliness. Sometimes I have felt very lonely in a relationship. Now if I feel lonely, I can go out and even though I don't know many people as I've just moved, I can chat to someone in a shop or park or cafe, that is important to me, human interaction. My greatest enemy is ruminating on things that have gone wrong in my life and that is when I can feel most lonely and sad. This can be especially the case around Christmas, birthdays or holidays. I am learning to recognise when I ruminate and try and divert my attention.",moved shop park cafe greatest enemy nominating thing gone case christmas birthday holiday learning recognise ruminated divert attention
27612,1,22,8.0,Loneliness is a state of mind. Sometimes is necesary. In excess is scary. It sometimes is a feeling of despair. ,necessary excess scar despair
27617,1,29,5.0,Loneliness is a state of need for social connection.,
29179,2,24,9.0,Loneliness is the state of not being part of some group.  Not being able to interact with people.,
7432,1,22,8.0,Loneliness is the state in which one finds themselves whereby they dont find any meaningful relationships in life because no one is able to understand them,find whereby relationship
47939,1,24,,Loneliness is a state of being unable to reach out to communicate and also not having any way or anyone to share with.,
14684,1,26,6.0,"Loneliness is a state of being whereby the afflicted feel, in a general sense, that they are unable to connect with or be appreciated by other people. ",whereby afflicted appreciated
42977,1,29,8.0,"Loneliness can stem from feeling neglected, unappreciated, devalued, isolated, uncared for, lacking support, and the inability to find common interests with other people. I think being neutral minded rather tribal in one's opinions can lead to feeling left out because friends seem to favor those who shate the same attitudes as they do. ",stem neglected unappreciated interest neutral minded trial opinion friend favor attitude
41887,1,21,9.0,"Loneliness for me is when you stop trying to go out into the world. I need little interaction, but a bit a week fulfills my needs. So finding that one moment a week with people makes me less lonely.",stop fulfill need make le
23664,1,17,7.0,"loneliness is a subjective concept and is based on personal opinion, one might not feel lonely but others may perceive them as lonely. at its core, to be lonely is to feel a longing for companionship.",subjective concept based perceive core
4789,2,24,6.0,"Loneliness is a subjective feeling which comes as an overwhelming force. It is connected with low self esteem and becomes apparent when you suddenly realise you have noone to talk to, to confide in. You feel misunderstood by the environment and have noone to listen. Loneliness strikes the mind sharply often disconnected from the environment and facts.",subjective come overwhelming force esteem becomes apparent suddenly realise environment strike sharply environment fact
42173,2,26,8.0,"loneliness is subjective. Interpreting the abscence of other people are an immediate negative means that you cannot be with yourself alone, being alone and being peaceful in that state allows you to escape the feeling of loneliness.",subjective interpreting immediate mean peaceful allows escape
12694,2,24,4.0,Loneliness is subjective. I would prefer to call it alone-ness. Loneliness in today's society seems to be construed as a bad thing.  I think spending time alone is therapeutic.,subjective prefer ness today construed therapeutic
19002,2,19,3.0,"Loneliness suggests to me a feeling of being abandoned, ignored, not connected to anyone in a truly close way. Being separate. Holding back.",suggests holding
37904,2,25,6.0,"Loneliness is when the sun is shining and you'd like to go out; to the beach, a garden centre, anything, just out but there's no one to join you. You go alone as otherwise you'd miss the sun but you're there and back in 1/2 a hour but with a friend, you'd have lunch. ",sun shining beach garden centre otherwise sun hour lunch
45762,1,18,6.0,"Loneliness is I suppose a condition of being truly unhappy alone. I have never felt this, so perhaps cannot say what real loneliness is.  Loneliness is NOT solitude.  Being alone is not loneliness.",suppose condition
40888,1,23,9.0,Loneliness has taken on new meaning for me this year. I have close friends and family but they do not live nearby and my job requires me to be 'friends' with many people but I haven't developed any strong friendships and have actually become quite lonely.,taken meaning friend nearby job requires friend developed strong friendship
8589,1,21,9.0,"Loneliness is temporary.  A feeling of isolation, of being left out, of not being part.",temporary
37890,2,26,5.0,"Loneliness is terrible, a disconnection and ruderless drift. The more you drift, the further you get away and being anchored farther away from necessary support.",terrible riderless drift drift anchor farther necessary
6301,1,24,4.0,"Loneliness is that terrible feeling where you truly feel alone. Like no one cares. Like you could disappear and no one would notice. Like you don't matter. Like you're constantly battling life's challenges all by yourself, with no help at all. ",terrible care disappear constantly rattling challenge
12797,2,20,9.0,"Loneliness is having things to say, but not having anyone to share your thoughts with. Feeling on the outside of life. Yearning for something that is always out of reach. Doing everything on your own. Having nobody to share your ideas with. Having nobody to go places with. Eating for one. Not being part of things.",thing thought learning idea place thing
20676,2,19,4.0,"Loneliness is thinking that you have no help and support when going through some issues.  It can also be the feeling that you don't have anyone to enjoy things with, or spend time with, even when the going is good.",issue thing
18466,2,25,8.0,"Loneliness, I think of it as a social disease. It means you never truly belong, always feel out of place, when you are doing absolutely anything. It's an unsettling feeling, it can defeat a person. ",disease mean absolutely settling defeat
45182,2,23,8.0,"Loneliness to me is the thoughts and feelings you have when you feel like you have no one to turn to, you can still have friends and feel lonely. ",thought feeling friend
37311,2,27,9.0,Loneliness is having thoughts or ideas to share or questions about life and having no-one to tell or ask for the next few days.    Sometimes it is wishing for company.,thought idea question next day
45090,2,28,5.0,"For me, loneliness is tied up with chronic illness. I have chronic fatigue as a result of a diagnosed sleep disorder, and consequently can't always make it onto my university campus to study with friends or meet them for coffee, or go out in the evenings to societies or house parties. Before I went to university and was living with my parents in another town (and my health was better), I was very intensely lonely for the entirety of secondary school because I did not ""click"" with anybody - it was as if nobody there shared my values or worldview, or liked talking about the same things as me (I was referred to CAMHS services because of this and an IQ test they administered found that I am ""gifted"", that is an IQ of over 130, and that this combined with social anxiety was why I had such difficulty making friends). Until I went to university and made friends there, including a handful of extremely close friends, I was bitterly unhappy due to loneliness.",tied chronic chronic fatigue result diagnosed sleep disorder consequently onto university camp study friend evening society party went university parent town intensely entirety secondary click value worldview liked thing referred camhs service test administered found gifted combined difficulty friend went university friend including handful extremely friend bitterly
2308,2,20,5.0,"Loneliness is the times in life you crave company, conversation, or simply the presence of another person and there is no one willing or able to engage with you.",time grave simply presence willing engage
27973,1,26,7.0,Loneliness is time to myself. Loneliness is time to reflect.,reflect
42112,3,28,9.0,"Loneliness is more than just being on your own, in todays world 'disconnected' may be more appropiate. Loneliness is not having anyone to turn to or having the inability to communicate with people resulting in a long term stagnation of social abilities. In turn this is spiral and can lead to further loneliness and/or despair",today appropriate resulting term stagnation ability spiral despair
42754,2,29,4.0,Loneliness is torture ,torture
43175,2,27,9.0,"Loneliness is being unable to connect with anyone around me, when I can't fit in no matter how hard I try. It's when you find out that your closest friends have a drastically different opinion on a serious issue. It's longing for a similar soul to share experiences with. It's lying in bed at night and suddenly feeling that the darkness is so empty that it threatens to consume you.",closest friend practically serious soul experience lying bed suddenly darkness threatens consume
41995,2,29,5.0,"Loneliness to me is being unable to speak to friends or family, even though it's the only thing i want.",friend
48709,2,18,,Loneliness is understating that nobody can be a real friend with the same interests and ideas.,interest idea
8566,1,28,9.0,"Loneliness is an unfulfilled longing for companionship where there is mutual trust and a 'click' of common understanding; people who are in some way, like minds",unfulfilled mutual click mind
34619,1,29,8.0,"loneliness is the unfulfilled need for intimate social connection. We need empathetic people who share our worldview to exchange thoughts, ideas and experiences with. The absence of this is the gnawing state of loneliness.",unfulfilled sympathetic worldview exchange thought idea experience gnawing
15818,2,29,9.0,"loneliness is unwanted solitude. loneliness is when you feel muted by societal norms, demands, or pressures.",mute form demand pressure
28479,2,26,7.0,"Loneliness to me is being unwanted, unloved, uncared for.  It is having few friends (or acquaintances) who are ""worth"" the time and are genuine in their interest in and care for me.  I know few people who have time for me, are interested in what I'm doing (or feeling) and only rarely does anyone seek out my company. ",friend acquaintance genuine seek
16136,2,26,9.0,"Loneliness is being unwillingly detached from those around you. It is different from simply being alone, which is something you can choose. It is a feeling of separation.",unwillingly detached simply choose separation
14778,2,27,3.0,"Loneliness varies a huge degree from odd moments where you wish you had someone to share something with, just to point and say ""look"" and share that moment. More severe loneliness is when you feel you can't be part of whatever is going on around you because your not on the same 'wavelength' as everyone else. It's not always easy to remember to reach out to your friends if you feel lonely, it can become very internal and negative. Looking forward to going to work on Monday because you get to be with other people.",varies huge degree odd moment severe whatever wavelength easy remember friend internal forward monday
47380,2,18,,Loneliness is a void where you feel misunderstood and lack meaningful connections.,void connection
28255,2,25,9.0,"Loneliness is wanting to do an activity that either requires or would be better served by having more than one person, and abstaining from the activity because you either have no one close enough to engage in the activity or no one you are close with willing to engage in it. Loneliness exists individually and within a couple, when you and your partner share different interests that deprives you of one another's time and communication.",requires served abstaining engage willing engage exists individually interest deprives
32447,2,26,8.0,"Loneliness is when you want more company - it is possible to be lonely in a crowded city or room.  You can be lonely when people are ignoring you or dismissing you, intentionally or otherwise.",crowded city ignoring discussing intentionally otherwise
16219,2,25,9.0,"Loneliness is wanting to connect and spend time with others but not being able to.  It is the sense that nobody around me values me as a person and will only interact with me because they need something.  It is a hollow sense of longing, a vast emptiness.",value hollow vast
21660,2,26,6.0,"loneliness is when you want to be with people, or be understood by the people you are with, but cannot. Being alone is not the same as loneliness",
9897,2,22,3.0,Loneliness for me is when I want to share time and space with someone and I can't. ,
36371,1,27,7.0,"Loneliness is when you want to have someone with you, but you don't have anyone. Or when you want to have more contact with people around you, but for some reason can't achiveve that.",achieve
13823,2,27,7.0,Loneliness to me is wanting to do something and not having anyone to do it with. ,
16945,2,29,5.0,"Loneliness is when you want to spend time with other people or need other people, but there aren't any you can call on. ",
41487,2,23,9.0,"To me, loneliness is when I want to talk with someone or cuddle with someone, but either there's no one around to do so, or I can't do so with the people around me.",muddle
20987,1,19,5.0,Loneliness is when I want to talk to someone and there is no one I know will be there for me. ,
44658,1,26,6.0,"Loneliness is an only way to keep ourselves in our comfort zones. After all social relationships in daily life , we need to go away from them",bone relationship
25245,1,22,7.0,"Loneliness is when you wish you were with someone, when you feel like talking with someone and you have no one to talk to.  Usually I enjoy being with myself, listening to the radio and to music and not having to compromise. I am a rather independent person.",listening radio music compromise independent
6077,1,29,9.0,"Loneliness is wishing someone was there with me, but they're not, or maybe I'm not as close with the people who are around as I wish I was.",
42798,2,16,5.0,Loneliness is being on your own without anyone to turn to for advice or comfort if needed.   Loneliness can happen at any age.   It can make you very depressed and feeling unable to cope with everyday life and completely cuts you off from others even though they may near you and it can make decision making very difficult to cope with.,cope cut near cope
12982,1,27,6.0,Loneliness is being without the caring support of friends when you want & need it.,daring friend
3635,1,22,3.0,Loneliness is being without contact or care. ,
10925,2,26,5.0,"To me, loneliness is working through tough news with no one who will talk it out with me.",tough news
10398,1,28,5.0,Loneliness is when the world is busy without you. You're not noticed. You see people and you're invisible.,noticed
15481,2,17,5.0,Loneliness is at its worse when you are surrounded by people ,
27615,1,17,8.0,Loneliness to me would be like a feeling of isolation.feeling alien feeling sad.a feeling of not belonging so many emotions feeling vunerable.,alien emotion venerable
47773,1,29,,Loneliness would involve yearning for the companionship of others.,involve yearning
3791,2,17,7.0,Loneliness would mean feeling sad and needing company and support and someone to share things with,needing thing
19247,2,28,9.0,Loneliness would mean not being able to interact meaningfully with others when you feel you need that contact. ,
7291,1,18,9.0,Loneliness to me would mean not having enough things to do to fill in a day. I enjoy my own company so I would not consider being lonely if I was on my own as long as I had plenty of things to occupy me. ,thing fill consider plenty thing occupy
14133,4,26,8.0,"Loneliness would be not having people in my life with which to share a laugh, interests or to seek a little support from.",interest seek
20396,2,23,6.0,Loneliness is when I would rather not be alone but have no one with whom to spend time. ,
13145,1,23,7.0,"Loneliness to me is when you'd like to be with someone,& no one is available.  This usually means in the form of a partner, but can also mean a friend to chat to, or be with in person, ie someone to go to dinner with.  When you're the one excluded in any situation, it generally makes you feel lonely.",mean form dinner generally make
29406,2,24,8.0,"loneliness is when you're surrounded by people but still feel excluded. It's almost like there's a field of energy around you that doesn't let you feel included. it's when you lay awake at night and realize that all the people you interact with on the daily are just that, interactions there's nothing personal about it, no human link. ",field energy let lay awake realize interaction link
11502,1,23,9.0,Lonely is when alone isn't fun any more. ,
6141,2,29,3.0,"To be lonely is to be alone. I live by myself because my husband died seven months ago. Yes I have friends but when I come home the house feels very empty. I have no close family. I nursed my husband but I sometimes wonder what will happen to me if I need help. Who will visit me in hospital, accompany me to appointments. I feel that Esther Rantzan was right when she talked of having people to do things with but no one to do nothing with. A close friend or partner is essential I fee.",seven month yes friend feel nursed wonder hospital accompany appointment esther rantzan right talked thing essential fee
16297,1,23,8.0,"To be lonely is to be alone at a time when you do not want to be alone. It is to feel you have no friends, or that you have been let down by friends.",friend let friend
37179,2,26,7.0,"I am lonely. Always have been. Have never really worked out how to overcome it. I don't think anyone truly knows me (Someone once described me as 'Mr Enigmatic'). Though, to be truthful, I don't have a great idea of what people are looking for in friendships and relationships either. Loneliness is a really vicious circle - once you get into the mindset, it's difficult to break out. ",worked overcome know described enigmatic truthful great friendship relationship vicious midst break
40340,2,27,9.0,To be lonely is to crave for human contact but not being able to get it for some reason,grave
26951,2,25,5.0,You can be lonely in a crowd. Loneliness is feeling isolated.,
8184,2,20,7.0,Lonely doesn't necessarily mean the same as being alone - you can be surrounded by people but still feel lonely ,
